seed_rank_within_source,source,role,item_id,stratum,direction,claim_sha,claim,evidence
1,scifact,active,g24a_scifact_709,scifact/SUPPORT,increase,8be9c1d1c347,Long chain polyunsaturated fatty acids supplementation is associated with lower rates of atopic eczema at 1 year.,"RESULTS No differences were seen in the overall percentage of infants with immunoglobulin E associated allergic disease between the n-3 LCPUFA and control groups (32/368 (9%) v 43/338 (13%); unadjusted relative risk 0.68, 95% confidence interval 0.43 to 1.05, P=0.08; adjusted relative risk 0.70, 0.45 to 1.09, P=0.12), although the percentage of infants diagnosed as having atopic eczema (that is, eczema with associated sensitisation) was lower in the n-3 LCPUFA group (26/368 (7%) v 39/338 (12%); unadjusted relative risk 0.61, 0.38 to 0.98, P=0.04; adjusted relative risk 0.64, 0.40 to 1.02, P=0.06). CONCLUSION n-3 LCPUFA supplementation in pregnancy did not reduce the overall incidence of immunoglobulin E associated allergies in the first year of life, although atopic eczema and egg sensitisation were lower."
2,scifact,active,g24a_scifact_632,scifact/CONTRADICT,decrease,9ebe7e2134a9,Inhibiting focal adhesion formation enables cells to convert mechanical strain into eventual scarring.,"Fibroblast-specific FAK knockout mice have substantially less inflammation and fibrosis than control mice in a model of hypertrophic scar formation. Similarly, MCP-1 knockout mice form minimal scars, indicating that inflammatory chemokine pathways are a major mechanism by which FAK mechanotransduction induces fibrosis. Small-molecule inhibition of FAK blocks these effects in human cells and reduces scar formation in vivo through attenuated MCP-1 signaling and inflammatory cell recruitment. These findings collectively indicate that physical force regulates fibrosis through inflammatory FAK–ERK–MCP-1 pathways and that molecular strategies targeting FAK can effectively uncouple mechanical force from pathologic scar formation."
3,scifact,active,g24a_scifact_1386,scifact/CONTRADICT,decrease,2748ab34e1df,cSMAC formation represses weak ligand signalling.,This conclusion was supported by experiments that showed that enhancing cSMAC formation reduced stimulatory capacity of the weak peptide.
4,scifact,active,g24a_scifact_516,scifact/CONTRADICT,decrease,b9521a7ead7e,High levels of CRP reduces the risk of exacerbations in chronic obstructive pulmonary disease (COPD).,"In the first year of follow-up, multivariable-adjusted odds ratios for having frequent exacerbations were 1.2 (95% CI, 0.7-2.2; 17 events/1000 person-years) for individuals with 1 high biomarker, 1.7 (95% CI, 0.9-3.2; 32 events/1000 person-years) for individuals with 2 high biomarkers, and 3.7 (95% CI, 1.9-7.4; 81 events/1000 person-years) for individuals with 3 high biomarkers compared with individuals who had no elevated biomarkers (9 events/1000 person-years; trend: P = 2 × 10(-5)). CONCLUSIONS AND RELEVANCE Simultaneously elevated levels of CRP and fibrinogen and leukocyte count in individuals with COPD were associated with increased risk of having exacerbations, even in those with milder COPD and in those without previous exacerbations."
5,scifact,active,g24a_scifact_1328,scifact/SUPPORT,increase,b2377e9c919d,Tuberculosis-induced granulomas express different immune system protein signatures than the surrounding tissue.,"We found that the centers of granulomas have a pro-inflammatory environment that is characterized by the presence of antimicrobial peptides, reactive oxygen species and pro-inflammatory eicosanoids. Conversely, the tissue surrounding the caseum has a comparatively anti-inflammatory signature. Although the balance between systemic pro- and anti-inflammatory signals is crucial to TB disease outcome, here we find that these signals are physically segregated within each granuloma."
6,scifact,active,g24a_scifact_1044,scifact/SUPPORT,increase,3d724dd913e9,Rhythmic expression of Cry1 translates directly into a circadian regulation of cAMP signaling in gluconeogenesis.,"Here we show that Creb activity during fasting is modulated by Cry1 and Cry2, which are rhythmically expressed in the liver. Cry1 expression was elevated during the night-day transition, when it reduced fasting gluconeogenic gene expression by blocking glucagon-mediated increases in intracellular cAMP concentrations and in the protein kinase A-mediated phosphorylation of Creb."
7,scifact,active,g24a_scifact_1311,scifact/SUPPORT,increase,236419181cbb,"Trans-acting factors, such as lncRNAs, influence mRNA translation.","Here we report a posttranscriptional function for lincRNA-p21 as a modulator of translation. Under reduced HuR levels, lincRNA-p21 accumulated in human cervical carcinoma HeLa cells, increasing its association with JUNB and CTNNB1 mRNAs and selectively lowering their translation. With elevated HuR, lincRNA-p21 levels declined, which in turn derepressed JunB and β-catenin translation and increased the levels of these proteins. We propose that HuR controls translation of a subset of target mRNAs by influencing lincRNA-p21 levels. Our findings uncover a role for lincRNA as a posttranscriptional inhibitor of translation."
8,scifact,active,g24a_scifact_386,scifact/SUPPORT,increase,aa42092db295,Errors in peripheral IV drug administration are most common during bolus administration and multiple-step medicine preparations.,"Most errors occurred when giving bolus doses or making up drugs that required multiple step preparation. A combination of reducing the amount of preparation on the ward, training, and technology to administer slow bolus doses would probably have the greatest effect on error rates."
9,scifact,active,g24a_scifact_798,scifact/CONTRADICT,decrease,6d5f70b6e846,Mitochondria play a trivial role in calcium homeostasis.,"Additionally, they participate in intermediary metabolism, calcium signaling, and apoptosis."
10,scifact,active,g24a_scifact_1262,scifact/SUPPORT,increase,c3b2d51b848b,The repair of Cas9-induced double strand breaks in human DNA is error-prone.,"Furthermore, repair of the DSBs tends to be error prone."
11,scifact,active,g24a_scifact_290,scifact/CONTRADICT,decrease,4bcc5ef3ed95,Cost effectiveness evaluations based on cRCT data accurately reflect prices for patients in actual clinical practice.,"The mean costs (for GPRD events) over calendar time were US$58k during 1990-1993 and US$174k during 2002-2005. Using RCT data rather than GPRD data for event probabilities, the mean cost was US$16k with the VIGOR RCT and US$20k with the CLASS RCT. CONCLUSIONS The published cost-effectiveness analyses of coxibs lacked external validity, did not represent patients in actual clinical practice, and should not have been used to inform prescribing policies."
12,scifact,active,g24a_scifact_1050,scifact/CONTRADICT,decrease,0eee37621d86,Risedronate increases risk of vertebral and non-vertebral fractures.,"Treatment with 5 mg/d of risedronate, compared with placebo, decreased the cumulative incidence of new vertebral fractures by 41% (95% confidence interval [CI], 18%-58%) over 3 years (11.3% vs 16.3%; P=.003). The cumulative incidence of nonvertebral fractures over 3 years was reduced by 39% (95% CI, 6%-61%) (5.2% vs 8.4%; P =.02)."
13,scifact,active,g24a_scifact_1239,scifact/CONTRADICT,decrease,ee6712904105,The myocardial cell lineage originally develops from cardiac progenitors of exclusively endodermal origin.,"Studies in the mouse embryo and the mouse embryonic stem cell differentiation model have provided evidence indicating that these three lineages develop from a common Flk-1+ (kinase insert domain protein receptor, also known as Kdr) cardiovascular progenitor that represents one of the earliest stages in mesoderm specification to the cardiovascular lineages."
14,scifact,active,g24a_scifact_1221,scifact/CONTRADICT,decrease,80ce085ce521,The genomic aberrations found in matasteses are very similar to those found in the primary tumor.,"Shared mutations between primary carcinomas and their matched metastases have the distinct A-to-T signature of the initiating carcinogen dimethylbenzanthracene, but non-shared mutations are primarily G-to-T, a signature associated with oxidative stress."
15,scifact,active,g24a_scifact_441,scifact/SUPPORT,increase,21f713e82789,G-CSF increases the expansion and infiltration of MDSCs into tumors.,"Here, integrating human tumour genomics and syngeneic mammary tumour models, we demonstrate that mTOR signalling in cancer cells dictates a mammary tumour's ability to stimulate MDSC accumulation through regulating G-CSF."
16,scifact,active,g24a_scifact_44,scifact/SUPPORT,increase,8b339cbecba2,A mutation in HNF4A leads to an increased risk of developing diabetes by the age of 14 years.,"We assessed the in utero and neonatal role of two key regulators of pancreatic insulin secretion by studying birthweight and the incidence of neonatal hypoglycaemia in patients with heterozygous mutations in the maturity-onset diabetes of the young (MODY) genes HNF4A (encoding HNF-4α) and HNF1A/TCF1 (encoding HNF-1α), and the effect of pancreatic deletion of Hnf4a on foetal and neonatal insulin secretion in mice."
17,scifact,active,g24a_scifact_1237,scifact/CONTRADICT,decrease,f9b6020e0093,The most prevalent adverse events to Semaglutide are cardiovascular.,"Adverse events were reported by 63% to 86% (371 of 490 patients) in the oral semaglutide groups, 81% (56 of 69 patients) in the subcutaneous semaglutide group, and 68% (48 of 71 patients) in the placebo group; mild to moderate gastrointestinal events were most common."
18,scifact,active,g24a_scifact_1351,scifact/CONTRADICT,decrease,6bf6825aeb33,Upregulation of dynein in Drosophila neurons increases the number of microtubule plus-ends growing toward the cell body of each neuron.,"Axonal microtubules are normally oriented uniformly plus-end-distal; however, without dynein, axons contain both plus- and minus-end distal microtubules."
19,scifact,active,g24a_scifact_1238,scifact/SUPPORT,increase,a6ef960fd440,The most prevalent adverse events to Semaglutide are gastrointestinal.,"Adverse events were reported by 63% to 86% (371 of 490 patients) in the oral semaglutide groups, 81% (56 of 69 patients) in the subcutaneous semaglutide group, and 68% (48 of 71 patients) in the placebo group; mild to moderate gastrointestinal events were most common."
20,scifact,active,g24a_scifact_548,scifact/SUPPORT,increase,39abe39fc368,IL-6 signaling plays a major role in atherosclerotic cardiovascular disease.,"By contrast, for every copy of 358Ala inherited, mean concentration of IL6R increased by 34·3% (95% CI 30·4-38·2) and of interleukin 6 by 14·6% (10·7-18·4), and mean concentration of C-reactive protein was reduced by 7·5% (5·9-9·1) and of fibrinogen by 1·0% (0·7-1·3). For every copy of 358Ala inherited, risk of coronary heart disease was reduced by 3·4% (1·8-5·0). INTERPRETATION Large-scale human genetic and biomarker data are consistent with a causal association between IL6R-related pathways and coronary heart disease."
21,scifact,active,g24a_scifact_860,scifact/SUPPORT,increase,70a767b912d1,Normal granulomas form in the absence of TNF in Zebrafish.,"In the absence of TNF, intracellular bacterial growth and granuloma formation were accelerated and was followed by necrotic death of overladen macrophages and granuloma breakdown. Thus, TNF is not required for tuberculous granuloma formation, but maintains granuloma integrity indirectly by restricting mycobacterial growth within macrophages and preventing their necrosis."
22,scifact,active,g24a_scifact_917,scifact/SUPPORT,increase,5b5d951ebe18,PTEN is a regulator for the transcriptional activity of SRF,"Here we report that the lipid and protein phosphatase, PTEN, has a novel role in the nucleus by functioning as an indispensible regulator with SRF to maintain the differentiated SM phenotype. PTEN interacts with the N-terminal domain of SRF and PTEN-SRF interaction promotes SRF binding to essential promoter elements in SM-specific genes. Factors inducing phenotypic switching promote loss of nuclear PTEN through nucleo-cytoplasmic translocation resulting in reduced myogenically active SRF, but enhanced SRF activity on target genes involved in proliferation."
23,scifact,active,g24a_scifact_1132,scifact/SUPPORT,increase,41a1319712ae,TCR/CD3 microdomains are a required to induce the immunologic synapse to activate T cells.,The conformational change is elicited by cooperative rearrangements of two TCR-CD3 complexes and does not require accompanying changes in the structure of the TCRalphabeta ectodomains. This conformational change at CD3 reverts upon ligand dissociation and is required for T cell activation.
24,scifact,active,g24a_scifact_292,scifact/SUPPORT,increase,3b3a8f0832d0,Cost effectiveness evaluations based on cRCT data lack external validity.,"Only a minority of patients used the drugs long-term and daily (34.5% of conventional NSAIDs and 44.2% of coxibs), whereas coxib RCTs required daily use for at least 6-9 months. The mean costs (for GPRD events) over calendar time were US$58k during 1990-1993 and US$174k during 2002-2005. Using RCT data rather than GPRD data for event probabilities, the mean cost was US$16k with the VIGOR RCT and US$20k with the CLASS RCT. CONCLUSIONS The published cost-effectiveness analyses of coxibs lacked external validity, did not represent patients in actual clinical practice, and should not have been used to inform prescribing policies."
